Year,Transect,Level,Replicate,Data_taken,Note_header,Note_value,Source
1998,5,10,3,yes,Z3-Notes,"masto recorded as ""baby""--probably why no canopy cover recorded",percent_cover
1998,5,11,1,yes,Z3-Notes,chondrus and mastocarpus holdfast data was lumped  split the percentage (25) equally between the two spp (12.5 each) ,percent_cover
1998,5,11,2,yes,Z3-Notes,"85% rock cover was ""algal holdfast--mostly masto some asco"" wasn't sure how to split data",percent_cover
2004,5,7,2,yes,Z3-Notes,black zone sp=Calothrix,percent_cover
1998,7,8,1,yes,Z3-Notes,sp of Verrucaria=Verrucaria,percent_cover
1998,7,8,2,yes,Z3-Notes,sp of Verrucaria=Verrucaria,percent_cover
1998,7,11,1,yes,Z3-Notes,students recorded 70% F. vesiculosis cove r but holdfast not in quadrat  also recorded % Elachista on that Fucus,percent_cover
1998,7,13,1,yes,Z3-Notes,coralline crust=Phymatolithon,percent_cover
1982,15,6,1,yes,Z3-Notes,2/2008: MME: Fucus distichus : 4 plants in this quadrat,percent_cover
1983,15,8,1,yes,Z3-Notes,Fucus spiralis=23plants,percent_cover
2002,15,5,2,yes,Z3-Notes,shell hash=dead barnacles,percent_cover
2002,15,7,2,yes,Z3-Notes,sp of Verrucaria=Verrucaria itself,percent_cover
2002,15,8,1,yes,Z3-Notes,"note by Fucus canopy cover (attachment site?):""inside""",percent_cover
2002,15,8,2,yes,Z3-Notes,"note by Fucus canopy cover (attachment site?):""inside""",percent_cover
2002,15,8,3,yes,Z3-Notes,"note by Fucus canopy cover (attachment site?):""inside""",percent_cover
2002,15,9,1,yes,Z3-Notes,"note by Fucus canopy cover (attachment site?): ""inside and outside""",percent_cover
2002,15,9,2,yes,Z3-Notes,"note by Fucus canopy cover (attachment site?): ""inside and outside""",percent_cover
2002,15,9,3,yes,Z3-Notes,"note by Fucus canopy cover (attachment site?): ""inside and outside""",percent_cover
2002,15,10,1,yes,Z3-Notes,"note by Fucus canopy cover (attachment site?): ""both inside and outside quadrat""",percent_cover
2002,15,10,2,yes,Z3-Notes,"note  by Ascophyllum canopy cover (attachment site?):  ""inside""",percent_cover
2002,15,10,3,yes,Z3-Notes,"note by Chondrus crispus canopy cover: ""inside""",percent_cover
2002,15,11,1,yes,Z3-Notes,"note by Chondrus crispus canopy cover: ""inside""",percent_cover
2002,15,11,2,yes,Z3-Notes,"note by Fucus canopy cover (attachment site?): ""inside and outside""",percent_cover
2002,15,11,3,yes,Z3-Notes,"note by Fucus canopy cover (attachment site?):""inside""",percent_cover
2002,15,12,1,yes,Z3-Notes,"note by Fucus canopy cover (attachment site?):""inside""",percent_cover
2002,15,12,2,yes,Z3-Notes,"note by Chondrus crispus canopy cover: ""inside""",percent_cover
2002,15,12,3,yes,Z3-Notes,"note by Chondrus crispus canopy cover: ""inside""",percent_cover
2002,15,13,1,yes,Z3-Notes,"note by Chondrus crispus canopy cover: ""(secondary cover; inside""",percent_cover
2002,15,13,3,yes,Z3-Notes,"note by Fucus canopy cover (attachment site?):""inside""",percent_cover
1982,20,9,1,yes,Z3-Notes,Alaria canopy = 8plants,percent_cover
1992,20,9,3,yes,Z3-Notes,2/2008: MME: Elachista cover originally recorded as 0.06%  can't be correct--too small to see  put nd,percent_cover
1989,22,5,1,yes,Z3-Notes,% cover sums to more than 100%  but seems like it does so not because there was 3-dimensional cover but rather because the students were considering algae and inverts separately (they recorded percent cover for algae out of a total of 100% then percent cover for inverts out of a total of 100% as well  instead of considering total basal cover and total canopy cover),percent_cover
1989,22,6,1,yes,Z3-Notes,% cover sums to more than 100%  but seems like it does so not because there was 3-dimensional cover but rather because the students were considering algae and inverts separately (they recorded percent cover for algae out of a total of 100% then percent cover for inverts out of a total of 100% as well  instead of considering total basal cover and total canopy cover),percent_cover
1989,22,8,1,yes,Z3-Notes,it is not clear whether the 4% Fucus is canpy or basal cover  therefore entered it as canopy cover according to database judgment rules,percent_cover
1989,22,9,1,yes,Z3-Notes,LRGTs occupy 8% of the barnacles,percent_cover
1989,22,10,1,yes,Z3-Notes,LRGTs occupy 8% of the barnacles,percent_cover
1989,22,10,2,yes,Z3-Notes,LRGTs occupy 4% of the barnacles,percent_cover
1989,22,10,3,yes,Z3-Notes,LRGTs occupy 10% of the barnacles,percent_cover
1989,22,11,1,yes,Z3-Notes,LRGTs occupy 20% of the barnacles,percent_cover
1989,22,14,1,yes,Z3-Notes,"Mastocarpus  Chondrus and Corallina recorded as being in ""lower camopy"" while Alaria was ""upper canopy""",percent_cover
1998,22,12,2,yes,Z3-Notes,sp of Verrucaria=Verrucaria itself  as opposed to LRGTs etc,percent_cover
1998,22,13,1,yes,Z3-Notes,Polysiphonia sp recorded as arctica and stricta  but percentages for each species not noted…(?) also  attachement site is recorded as mussels  yet took percentage rather than # sq. present,percent_cover
2002,22,0,1,yes,Z3-Notes,black zone sp=Verrucaria  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,0,2,yes,Z3-Notes,black zone sp=Verrucaria  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,0,3,yes,Z3-Notes,black zone sp=Verrucaria  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,1,1,yes,Z3-Notes,black zone sp=Verrucaria  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,1,2,yes,Z3-Notes,black zone sp=Verrucaria  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,1,3,yes,Z3-Notes,black zone sp=Verrucaria  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,2,1,yes,Z3-Notes,black zone sp=Verrucaria  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,2,2,yes,Z3-Notes,black zone sp=Verrucaria  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,2,3,yes,Z3-Notes,black zone sp=Verrucaria  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,3,1,yes,Z3-Notes,black zone sp=Verrucaria  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,3,2,yes,Z3-Notes,black zone sp=Verrucaria (47.5%) and Cyanobacteria (5%)  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,3,3,yes,Z3-Notes,black zone sp=Verrucaria (20%)  Cyanobacteria (5%)  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,4,1,yes,Z3-Notes,black zone sp=Verrucaria  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,4,2,yes,Z3-Notes,black zone sp=Verrucaria  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,4,3,yes,Z3-Notes,black zone sp=Verrucaria  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,5,1,yes,Z3-Notes,black zone sp=Verrucaria  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,5,2,yes,Z3-Notes,black zone sp=Verrucaria  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,5,3,yes,Z3-Notes,black zone sp=Verrucaria  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,6,1,yes,Z3-Notes,black zone sp=Verrucaria  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,6,2,yes,Z3-Notes,black zone sp=Verrucaria  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,6,3,yes,Z3-Notes,black zone sp=Verrucaria  entered as black zone in accordance w/ 1998 protocol,percent_cover
2002,22,7,1,yes,Z3-Notes,here for Verrucaria can be entred as Verrucaria  according to 1998 protocol,percent_cover
1998,24,15,2,yes,Z3-Notes,sp of Ulva= 0.5% cover Ulva lactuca  0.5 % cover Ulva linza,percent_cover
1987,26,6,2,yes,Z3-Notes,2/2008: MME: student recorded 3% SB cover  but according to counts data sheet  all those SB were dead,percent_cover
1987,26,6,3,yes,Z3-Notes,2/2008: MME: student recorded 14% SB cover  but according to counts data sheet  some of those SB were dead,percent_cover
1990,26,13,1,yes,Z3-Notes,2 Mya arenaria were recorded (probablyactually Hiatella  but did not record under Hiatella column),percent_cover
1990,26,13,2,yes,Z3-Notes,2 Mya arenaria were recorded (probablyactually Hiatella  but did not record under Hiatella column),percent_cover
1995,26,9,1,yes,Z3-Notes,Due to handwriting the percent for Hild. is questionable as 10%  it is possibly 70%,percent_cover
1998,26,7,1,yes,Z3-Notes,sp of Verricaria=Verrucaria itself (as opposed to LRGTs or thin green crusts  etc),percent_cover
1998,26,7,2,yes,Z3-Notes,sp of Verricaria=Verrucaria itself (as opposed to LRGTs or thin green crusts  etc),percent_cover
1998,26,7,3,yes,Z3-Notes,sp of Verricaria=Verrucaria itself (as opposed to LRGTs or thin green crusts  etc),percent_cover
1998,26,8,1,yes,Z3-Notes,for Polysiphonia--both percent cover canopy and # sq present were recorded  entered both numbers on respective sheets,percent_cover
1998,26,8,2,yes,Z3-Notes,for Polysiphonia--both percent cover canopy and # sq present were recorded  entered both numbers on respective sheets,percent_cover
1998,26,13,1,yes,Z3-Notes,species of coralline crust=Clathromorphum (=2% of total cover on rock),percent_cover
1998,26,14,3,yes,Z3-Notes,species of coralline crust=Clathromorphum circumscriptum (=4% of total cover on rock),percent_cover
2002,26,0,1,yes,Z3-Notes,data entered by MME on 2/25/2008  following 1998 protocol except did not adjust percent covers to equal 100--interidal is 3-dimensional  only natural that total percent cover would exceed 100%,percent_cover
2002,26,4,1,yes,Z3-Notes,black zone sp=Verrucaria,percent_cover
2002,26,4,2,yes,Z3-Notes,black zone sp=Verrucaria (8% rock cover) plus Cyanobacteria (5% rock cover),percent_cover
2002,26,4,3,yes,Z3-Notes,black zone sp=Verrucaria,percent_cover
2002,26,5,1,yes,Z3-Notes,black zone sp=Cyanobacteria,percent_cover
2002,26,5,2,yes,Z3-Notes,black zone sp=Verrucaria,percent_cover
2002,26,5,3,yes,Z3-Notes,black zone sp=Cyanobacteria,percent_cover
2002,26,6,1,yes,Z3-Notes,black zone sp=Verrucaria,percent_cover
2002,26,6,2,yes,Z3-Notes,black zone sp=Verrucaria (40% rock cover) plus Cyanobacteria (40% rock cover),percent_cover
2002,26,6,3,yes,Z3-Notes,black zone sp=Verrucaria,percent_cover
2002,26,7,1,yes,Z3-Notes,black zone sp=Cyanobacteria,percent_cover
2002,26,7,2,yes,Z3-Notes,sp of Verrucaria=Verrucaria itself,percent_cover
2002,26,7,3,yes,Z3-Notes,sp of Verrucaria=Verrucaria itself,percent_cover
2002,26,8,1,yes,Z3-Notes,sp of coralline crust=Phymatolithon,percent_cover
2002,26,8,2,yes,Z3-Notes,sp of Verrucaria=Verrucaria itself,percent_cover
2002,26,8,3,yes,Z3-Notes,sp of Verrucaria=Verrucaria itself,percent_cover
2002,26,9,1,yes,Z3-Notes,sp of coralline crust=Phymatolithon,percent_cover
2002,26,9,2,yes,Z3-Notes,sp of Verrucaria=Verrucaria itself,percent_cover
2002,26,9,3,yes,Z3-Notes,sp of Verrucaria=Verrucaria itself,percent_cover
2002,26,10,1,yes,Z3-Notes,black zone sp=Verrucaria,percent_cover
2002,26,11,2,yes,Z3-Notes,sp of coralline crust=Phymatolithon,percent_cover
2002,26,11,3,yes,Z3-Notes,sp of coralline crust=Phymatolithon,percent_cover
2002,26,12,3,yes,Z3-Notes,mastocarpus base cover was recorded as greater than canopy cover--odd,percent_cover
2002,26,13,2,yes,Z3-Notes,sp of coralline crust=phymatolithon,percent_cover
2002,26,13,3,yes,Z3-Notes,sp of coralline crust=phymatolithon,percent_cover
2002,26,14,1,yes,Z3-Notes,sp of coralline crust=phymatolithon,percent_cover
2004,26,14,3,yes,Z3-Notes,coralline crust not identified to sp,percent_cover
2004,26,17,3,yes,Z3-Notes,coralline crust not identified to sp,percent_cover
2004,26,18,1,yes,Z3-Notes,coralline crust not identified to sp,percent_cover
1998,28,13,2,yes,Z3-Notes,Cryptosula located on rock,percent_cover
1998,5,10,2,yes,Z4-Notes,"student note: ""majority of barnacles are dead""",percent_cover
1998,7,13,1,yes,Z4-Notes,"chondrus crust ""Petrocillum=0.5""",percent_cover
2002,15,10,2,yes,Z4-Notes,"note by Mastocarpus canopy cover: ""primary-35%; inside secondary--20%; inside""  entered 35% since 1998 protocol says to enter largest canopy value for sp if multiple layers are listed",percent_cover
2002,15,11,3,yes,Z4-Notes,"note by Chondrus canopy cover (attachment site?): ""inside""",percent_cover
2002,15,12,1,yes,Z4-Notes,"note by Alaria canopy cover (attachment site?): ""outside""",percent_cover
2002,15,12,3,yes,Z4-Notes,"note by Alaria canopy cover (attachment site?): ""inside""",percent_cover
1989,22,9,1,yes,Z4-Notes,Ceramium was recorded as having 1 indl present in the lower canopy  no estimate of parcent cover,percent_cover
1989,22,10,1,yes,Z4-Notes,Verrucaria=8% LRGTs  substrate=gneiss,percent_cover
1989,22,10,2,yes,Z4-Notes,Verrucaria=4% LRGTs  substrate=barnacles,percent_cover
1989,22,10,3,yes,Z4-Notes,Verrucaria=10% LRGTs,percent_cover
1989,22,11,1,yes,Z4-Notes,Verrucaria=20% LRGTs,percent_cover
1998,26,8,2,yes,Z4-Notes,sp of Verricaria=Verrucaria itself (as opposed to LRGTs or thin green crusts  etc),percent_cover
1998,26,8,3,yes,Z4-Notes,sp of Verricaria=Verrucaria itself (as opposed to LRGTs or thin green crusts  etc),percent_cover
1998,26,9,1,yes,Z4-Notes,sp of Verricaria=Verrucaria itself (as opposed to LRGTs or thin green crusts  etc),percent_cover
1998,26,9,2,yes,Z4-Notes,sp of Verricaria=Verrucaria itself (as opposed to LRGTs or thin green crusts  etc),percent_cover
1998,26,10,3,yes,Z4-Notes,sp of Verricaria=Verrucaria itself (as opposed to LRGTs or thin green crusts  etc),percent_cover
2002,26,8,3,yes,Z4-Notes,sp of coralline crust=Phymatolithon,percent_cover
2002,26,9,3,yes,Z4-Notes,sp of coralline crust=Phymatolithon,percent_cover
2002,26,10,1,yes,Z4-Notes,sp of coralline crust=Phymatolithon (60% rock cover) plus Clathromorphum (1% rock cover),percent_cover
1985,8,9,3,yes,Notes,Left % cover on substrate as 101% did not adjust.,percent_cover
1985,13,6,1,yes,Notes,*All base percents reduced through proportions to equal 100%. KC 2/15/99.,percent_cover
1985,13,6,2,yes,Notes,*Base percent only equals 245. KC 2/15/99.,percent_cover
1985,13,6,3,yes,Notes,*All base percents reduced through proportions to equal 100%. KC 2/15/99.,percent_cover
1985,13,9,1,yes,Notes,*Base percent only equals 32%. KC 2/15/99.,percent_cover
1985,13,9,2,yes,Notes,*Base percent only equals 20%. KC 2/15/99.,percent_cover
1985,13,9,3,yes,Notes,*Base percent only equals 25%. KC 2/15/99.,percent_cover
1985,13,12,1,yes,Notes,*Base percent only equals 30%. KC 2/15/99.,percent_cover
1985,13,12,2,yes,Notes,*No base percents recorded. KC 2/15/99.,percent_cover
1985,19,6,1,yes,Notes,*Reduced Hilden by40% due to Myt and Sb living on it. KC 11/9/98.,percent_cover
1985,19,6,2,yes,Notes,*Reduced Hilden by 20% due to Sb and Myt living on it. KC11/9/98,percent_cover
1985,19,6,3,yes,Notes,*Increased all base covers through proportions to equal 100. KC 11/9/98.,percent_cover
1985,19,6,4,yes,Notes,*Hilden and Verr were recorded as one percent and so I equally split it up. KC 11/9/98.,percent_cover
1985,19,9,3,yes,Notes,*Hilden and Petr. percent combined and so I split it up evenly. KC 11/9/98.,percent_cover
1985,19,9,4,yes,Notes,*Increased base percents through proportions to equal 100.KC 11/9/98.,percent_cover
1985,23,6,1,yes,Notes,*Reduced all base cover through proportion to equal 100. KC 11/17/98.,percent_cover
1985,23,9,1,yes,Notes,*Reduced all base covers through proportions to equal 100%. KC 11/17/98.,percent_cover
1985,23,9,2,yes,Notes,* Base cover percent only equals 90%. KC 11/19/98.,percent_cover
1985,23,12,1,yes,Notes,*Base cover only equals 94%. KC 11/19/98.,percent_cover
1985,23,12,3,yes,Notes,*Base cover only equals 94%. KC 11/19/98.,percent_cover
1986,13,6,1,yes,Notes,*Base percent only equals 70%. KC 2/4/99.,percent_cover
1986,13,6,2,yes,Notes,*Base percent only equals 78%. KC 2/4/99.,percent_cover
